image_name,avg_color_r,avg_color_g,avg_color_b
hair_04497_00.jpg,81.78949146000193,59.85301071118402,43.41621634661777
hair_13908_00.jpg,38.178344773993004,28.654254630229246,21.905452661572337
hair_10651_00.jpg,32.21467074592075,29.127680652680652,26.110984848484847
hair_11437_00.jpg,33.72894031324961,28.14448991110484,22.85720333004092
hair_10100_00.jpg,80.3609640991067,57.54967132984999,41.07719534805326
hair_02883_00.jpg,112.87109445664815,81.11425248740147,58.912598526941466
hair_05317_00.jpg,32.79144782598269,25.813871501546874,20.525217641556946
hair_04620_00.jpg,32.74634066294716,27.98024286183131,24.090646537577946
hair_07979_00.jpg,43.174410177953135,31.178006817510802,22.854604503851625
hair_11680_00.jpg,91.58265245117576,68.7813870067756,52.825079713033084
hair_03852_00.jpg,59.148219707424786,43.13460299935597,36.41181341429754
hair_02983_00.jpg,134.85478392642526,106.27418090609814,85.38605842086011
hair_10751_00.jpg,76.91780387178673,58.49613879191791,48.70718290489791
hair_11266_00.jpg,99.18573486402724,71.52682351914095,50.38011261949452
hair_13808_00.jpg,67.85935866155455,42.76603346113628,30.438654583478563
hair_11537_00.jpg,76.96858128374325,54.135910317936414,38.443273845230955
hair_10000_00.jpg,156.63166793473667,130.61275960210781,102.65736748668526
hair_03952_00.jpg,120.87850532080834,89.32280148358696,65.62390377482755
hair_07879_00.jpg,65.03616955501809,41.26357040242949,29.6390863959557
hair_05217_00.jpg,51.34189503488725,34.78177773283446,25.818485185559712
hair_04720_00.jpg,27.86238835593781,20.64612967251075,16.384138273238506
hair_11780_00.jpg,136.63900735521355,110.85515173990976,90.85746955930527
hair_02696_00.jpg,140.87133707419372,106.28019611177237,79.79204216969903
hair_09239_00.jpg,85.77521501172791,63.20966901224915,45.51974198592651
hair_10844_00.jpg,62.27250731945348,44.590435914118416,35.279867436564736
hair_09568_00.jpg,58.27060898910876,49.086102162908425,44.33276576161988
hair_03647_00.jpg,51.02620404728205,36.453157874603114,29.11931448682147
hair_02370_00.jpg,29.231731893111927,26.604751924549596,22.442364273910766
hair_02421_00.jpg,51.16199898849412,35.31884561891516,27.95958717916298
hair_03116_00.jpg,43.116402970616726,35.55335808847271,30.733290280917018
hair_04835_00.jpg,136.919968228753,103.66204924543288,77.1034154090548
hair_11895_00.jpg,147.02080665140986,112.22083184614415,86.03487371139431
hair_10944_00.jpg,33.920984455958546,29.085492227979273,28.234754882423275
hair_09468_00.jpg,54.98468925529987,37.01671498459866,28.80277224134807
hair_02796_00.jpg,75.11210351540134,49.49722317645712,38.022529485858236
hair_04935_00.jpg,122.51869510664994,88.3443986377487,59.757877755870226
hair_11995_00.jpg,32.08730060591072,25.783479658711514,24.019413874118957
hair_03747_00.jpg,68.98153239795617,53.132258711634,46.9264364018267
hair_02521_00.jpg,98.43975000576555,69.44348608196306,51.49447660339937
hair_08966_00.jpg,34.343450776238726,27.69503579064795,21.536906200613554
hair_07904_00.jpg,45.34779028273401,32.15735657425199,25.3580153719462
hair_00776_00.jpg,37.14749193311822,27.95165737753007,21.79712525667351
hair_01241_00.jpg,97.69891650469377,68.35422439105082,50.06691203837724
hair_01510_00.jpg,44.873729039126964,33.549747138674476,25.574607399520893
hair_00390_00.jpg,110.54937423135354,88.26738045286841,71.78116183172972
hair_14156_00.jpg,85.50921175893295,62.5746085560066,50.672168443591914
hair_08866_00.jpg,62.675623531608345,49.23399355852562,41.5363383174371
hair_13875_00.jpg,142.88597212294496,116.91140100071479,91.37464260185847
hair_00676_00.jpg,108.91992561105208,78.6008767268863,53.170669500531346
hair_07804_00.jpg,48.30905950270467,39.62957407154871,32.64171098686304
hair_06091_00.jpg,58.05689613816263,41.0554569441113,33.16754617414248
hair_13760_00.jpg,50.227580208735986,38.57489369926556,31.027541553923463
hair_12257_00.jpg,49.50932191686231,36.02019748653501,29.146871979008424
hair_08773_00.jpg,87.87192285876347,59.29446965399887,44.665655133295516
hair_09244_00.jpg,108.23063893016345,75.34530460624072,49.69090638930163
hair_09515_00.jpg,45.55392103839913,36.8718226068145,28.445970795024337
hair_13031_00.jpg,88.03616706852299,64.91879909776776,47.1767908532317
hair_05899_00.jpg,68.55989928438908,50.778876225815004,40.696899019348
hair_00963_00.jpg,62.64125057165426,46.71176152662869,36.632561426849044
hair_04848_00.jpg,63.51422865701448,46.908404060575805,38.2736894658013
hair_07711_00.jpg,25.424496309595053,21.909967418046413,21.426092160383003
hair_13286_00.jpg,27.300898080250473,23.292988382631624,19.96374721924693
hair_07040_00.jpg,50.9100898600786,34.42837475907987,27.23085780080599
hair_06577_00.jpg,61.95994556421951,47.45516404296013,38.70244225393556
hair_09344_00.jpg,133.38691402602254,107.49747867770652,85.35018365187076
hair_06191_00.jpg,56.705416666666665,39.926875,31.873958333333334
hair_13660_00.jpg,104.6007300692857,75.44248932362271,52.716070384349585
hair_12357_00.jpg,57.87939076307264,43.52280398242847,35.1793280075985
hair_12406_00.jpg,173.35570364971105,158.07955432915082,138.69568386525745
hair_13131_00.jpg,53.02996320308393,39.116523567548626,32.53653408095322
hair_05999_00.jpg,101.68596881959911,73.45620570965782,55.81200647904434
hair_09415_00.jpg,32.863027035123196,26.857335430240397,26.30075638433311
hair_08122_00.jpg,97.33022380426333,73.15502639008224,58.39785606153595
hair_06326_00.jpg,149.5762306150006,123.15047669708254,94.19182454273907
hair_07611_00.jpg,68.53715763263743,54.331449913809614,44.280310285385944
hair_04948_00.jpg,110.77326479154043,79.1071519321358,57.877093880103985
hair_13386_00.jpg,63.99172717383055,43.72894477192805,32.74369418372252
hair_07140_00.jpg,77.25688790927512,54.02783604109638,40.09065377368552
hair_06477_00.jpg,50.860614860172966,36.8341645098163,29.27271005618332
hair_00863_00.jpg,28.31136434504068,21.51713581086827,18.13473367916773
hair_03659_00.jpg,65.0355613337412,48.39178647904558,36.35981951667176
hair_00900_00.jpg,65.22693052269305,49.01032480103248,41.1278867400614
hair_03108_00.jpg,98.20164704071424,72.6588162856923,54.99080273993689
hair_09090_00.jpg,52.026680727656206,37.750118639599265,30.186817822304246
hair_12083_00.jpg,46.129741642049986,37.915506165893,30.454447414076053
hair_06245_00.jpg,29.585422609217837,23.978644347695543,18.90725866986939
hair_06514_00.jpg,103.93014189379039,73.62893368923855,51.91201882551278
hair_07023_00.jpg,43.63920214806291,29.707556578442656,24.037974683544302
