image,brightness,aspect_ratio,entropy,blurriness,color_space
00000_00.jpg,0.916370585376375,0.75,4.669096951709974,40.402983611003336,RGB
00001_00.jpg,0.612382101937318,0.75,4.757443087060697,45.81550626428877,RGB
00002_00.jpg,0.5485645504119493,0.75,4.990944492942183,52.95208265494506,RGB
00003_00.jpg,0.625231160110808,0.75,4.694309568854799,45.01149915194079,RGB
00005_00.jpg,0.9526953185112377,0.75,3.975191728165847,39.34572371457089,RGB
00007_00.jpg,0.8796775073175662,0.75,5.225804433863924,37.63973573932452,RGB
00009_00.jpg,0.6560098049753555,0.75,4.1721966136854,46.73287197772138,RGB
00010_00.jpg,0.6556670935177983,0.75,4.176344575312315,47.60583814290527,RGB
00011_00.jpg,0.6068614984414917,0.75,4.574062311759044,48.544368460333324,RGB
00012_00.jpg,0.5024812318651696,0.75,5.528542112210354,56.06280027668688,RGB
00014_00.jpg,0.613571451658153,0.75,4.753451949394905,44.48243881089407,RGB
00015_00.jpg,0.9156458217362409,0.75,5.374797068339109,37.07110521830398,RGB
00016_00.jpg,0.8311774820088964,0.75,6.256138278493592,87.53216604437772,RGB
00018_00.jpg,0.5806795447492585,0.75,5.297845492827872,46.69847728115884,RGB
00019_00.jpg,0.5966561529788434,0.75,4.611512244566836,50.68013569279593,RGB
00022_00.jpg,0.8124748967117921,0.75,6.299919510301679,102.7092660407775,RGB
00023_00.jpg,0.7200213114420573,0.75,5.798312728450627,55.99042821864358,RGB
00024_00.jpg,0.6248823587370557,0.75,6.374365311037468,49.616796166600054,RGB
00025_00.jpg,0.7159982292530406,0.75,6.267770693977739,52.782356557484626,RGB
00026_00.jpg,0.601080184545478,0.75,5.302715092649283,46.81050394297243,RGB
00028_00.jpg,0.9397512809626618,0.75,4.912776034077452,42.88379748703855,RGB
00029_00.jpg,0.6050997133543196,0.75,5.152622500670628,52.223135597649645,RGB
00030_00.jpg,0.668946237373506,0.75,5.360379385921783,52.12974011655614,RGB
00031_00.jpg,0.5989714459112389,0.75,6.290733414870817,56.90015002118738,RGB
00032_00.jpg,0.7003497208164088,0.75,6.642194660518659,69.67644267433539,RGB
00033_00.jpg,0.657446510609352,0.75,6.175589492024598,63.7077111791411,RGB
00036_00.jpg,0.6074238765042808,0.75,4.474453200506411,47.30937193218268,RGB
00038_00.jpg,0.6807069180489786,0.75,4.544409974430457,44.52328743479091,RGB
00040_00.jpg,0.9302822827231838,0.75,4.645018276310351,36.15455668727806,RGB
00041_00.jpg,0.9513480544136281,0.75,4.53903340223181,35.03472296675977,RGB
00042_00.jpg,0.816233922885093,0.75,6.072777323571978,57.55868701870087,RGB
00043_00.jpg,0.9439284188511858,0.75,4.430430773806845,34.40297673726542,RGB
00044_00.jpg,0.6755879416567728,0.75,4.998408429393879,56.29073424805921,RGB
00045_00.jpg,0.9235075590757005,0.75,4.531803121912679,38.36394731723062,RGB
00046_00.jpg,0.5790726873971438,0.75,4.731027953333743,49.546037787627476,RGB
00047_00.jpg,0.5921580422296056,0.75,4.640551891825503,47.454905647680015,RGB
00048_00.jpg,0.9370974821202894,0.75,4.967947058109881,33.876831046250686,RGB
00049_00.jpg,0.6569941957073241,0.75,4.370729642375429,47.19518647368452,RGB
00050_00.jpg,0.4989741420611317,0.75,5.255025396362903,45.65831862654321,RGB
00051_00.jpg,0.9526754899418199,0.75,4.80273408564733,33.37551786003079,RGB
00052_00.jpg,0.9568969412571321,0.75,3.465340835333369,39.53388576633203,RGB
00053_00.jpg,0.621623080679245,0.75,4.788567685356615,49.31611472413166,RGB
00054_00.jpg,0.7540734512071378,0.75,6.066547659539732,80.28770369973014,RGB
00056_00.jpg,0.5965021116204018,0.75,4.956326054096869,51.49967191004229,RGB
00058_00.jpg,0.7722660189272644,0.75,6.186653126544763,88.08336952993345,RGB
00059_00.jpg,0.8054219021455794,0.75,5.796140271432233,54.13318872668571,RGB
00061_00.jpg,0.9194908844338622,0.75,5.836766129863332,38.532326553580695,RGB
00062_00.jpg,0.5928127734774351,0.75,4.814826065667557,46.233448038323324,RGB
00065_00.jpg,0.6133720602334815,0.75,4.455663322642566,52.65747468165936,RGB
00066_00.jpg,0.8306754227804141,0.75,4.964762380238474,41.87158805467195,RGB
00068_00.jpg,0.9275573552585602,0.75,4.966951847536418,34.57299434202115,RGB
00070_00.jpg,0.69485091626379,0.75,4.965274216667913,48.96680093789697,RGB
00072_00.jpg,0.5505498278022223,0.75,5.876139318077985,52.28879556432673,RGB
00073_00.jpg,0.9632429289855572,0.75,3.5686185442843184,33.58232456621041,RGB
00076_00.jpg,0.9293341608926169,0.75,4.351993142403252,39.876708256688694,RGB
00077_00.jpg,0.6535971647773693,0.75,4.648320546790923,49.27690472186146,RGB
00078_00.jpg,0.9408144924335985,0.75,4.004003212643571,41.16240150054871,RGB
00079_00.jpg,0.6348845194448949,0.75,6.016933641245634,72.71001431716924,RGB
00080_00.jpg,0.5716991584475312,0.75,5.565084921536369,51.98393246472415,RGB
00081_00.jpg,0.6897239453283831,0.75,4.607679832501158,49.0877931851124,RGB
00082_00.jpg,0.5352568519754868,0.75,5.88813191151331,52.95613276187762,RGB
00083_00.jpg,0.9386812575058282,0.75,4.732145997752462,35.03248297695695,RGB
00085_00.jpg,0.5071457878369688,0.75,5.408227180807757,53.531867332022614,RGB
00086_00.jpg,0.9185947028412819,0.75,4.018807642553214,55.57409681574929,RGB
00087_00.jpg,0.9446199107982118,0.75,4.01322888286501,43.07453532308388,RGB
00088_00.jpg,0.9373743063478818,0.75,4.62355310970199,34.489917246952075,RGB
00089_00.jpg,0.6554121812953106,0.75,4.524618107643396,45.1280252194435,RGB
00090_00.jpg,0.6141298660819352,0.75,5.144779683610193,45.27942026144869,RGB
00091_00.jpg,0.6149565042887867,0.75,5.381333682238396,45.49877473555972,RGB
00092_00.jpg,0.9145402717603213,0.75,4.422012352233117,55.72143843405281,RGB
00093_00.jpg,0.6468904425024263,0.75,4.923027580116016,47.631861100426185,RGB
00098_00.jpg,0.9615645714055479,0.75,2.9495898279729182,35.96188018113539,RGB
00099_00.jpg,0.955158469817468,0.75,4.415056010177191,33.79779149518648,RGB
00100_00.jpg,0.500141328805587,0.75,5.986435871644968,46.329634760631876,RGB
00101_00.jpg,0.5587636910232843,0.75,5.390280241905259,53.49438217782781,RGB
00102_00.jpg,0.9084039276127717,0.75,5.112915547278493,49.90639575181338,RGB
00103_00.jpg,0.5639932223292384,0.75,5.0157780052308665,62.72548217332163,RGB
00104_00.jpg,0.9594099927951458,0.75,3.6411338866732232,34.031821726155115,RGB
00105_00.jpg,0.6296309843986427,0.75,5.0472635008978495,44.698828944426815,RGB
00106_00.jpg,0.625835487594103,0.75,4.661570502773431,45.88343243784824,RGB
00107_00.jpg,0.7290651659590737,0.75,5.1361050055277,43.20528433962033,RGB
00109_00.jpg,0.875643837248593,0.75,5.15623565100459,40.05083781356846,RGB
00111_00.jpg,0.692206358285773,0.75,5.495272196803409,77.98833331335294,RGB
00113_00.jpg,0.8993251369981584,0.75,5.465635205578733,44.30488806200643,RGB
00114_00.jpg,0.6104678434483407,0.75,5.868640555575179,67.63991642191361,RGB
00115_00.jpg,0.9513598079958472,0.75,4.980690838239124,33.01473720104794,RGB
00117_00.jpg,0.9401099840514783,0.75,5.050620648242704,39.00091093273029,RGB
00118_00.jpg,0.9432230327037273,0.75,4.551209087744754,33.522601537766185,RGB
00119_00.jpg,0.9604181435143149,0.75,4.192087033093452,32.963243816808095,RGB
00120_00.jpg,0.9477509292901731,0.75,4.583761652904207,33.46963788497666,RGB
00122_00.jpg,0.7279976388365442,0.75,6.031501285480904,73.91956966720909,RGB
00123_00.jpg,0.509303319245452,0.75,6.802156010052091,88.67760294228125,RGB
00124_00.jpg,0.943567260906487,0.75,3.944285670087284,42.96533485827624,RGB
00125_00.jpg,0.7515183887096458,0.75,5.156354385952312,57.42458985802477,RGB
00128_00.jpg,0.9644770616370599,0.75,3.1725053971268156,33.05688386375282,RGB
00129_00.jpg,0.7420782572934117,0.75,4.483132381341126,43.99801732997697,RGB
00130_00.jpg,0.5996687158304292,0.75,5.929854031088591,70.17368293291125,RGB
00131_00.jpg,0.5861688639342778,0.75,6.064820311526217,60.00351738873591,RGB
00132_00.jpg,0.8485971366491087,0.75,5.2060925595959215,36.3052550987421,RGB
00133_00.jpg,0.9404272056190668,0.75,4.899793234544375,35.66420498313241,RGB
00134_00.jpg,0.5840941221156376,0.75,6.979894944363551,65.31962063671085,RGB
00136_00.jpg,0.9341864064157903,0.75,4.377520999027884,36.92807937895882,RGB
00137_00.jpg,0.9398688970827589,0.75,4.78589789614568,33.91712045755899,RGB
00139_00.jpg,0.9519664917252479,0.75,4.588710309141455,35.6899573576036,RGB
00140_00.jpg,0.9359410971162466,0.75,4.449559283874328,40.43201703840172,RGB
00143_00.jpg,0.7394161964822448,0.75,4.702176256156827,44.136634940675265,RGB
00144_00.jpg,0.9431405946275817,0.75,5.09874888784119,37.159237541608235,RGB
00146_00.jpg,0.7200528817014158,0.75,7.218457885289303,90.57587414958836,RGB
00147_00.jpg,0.6286922770234915,0.75,4.566639406892722,51.68176540350018,RGB
00148_00.jpg,0.8716879665289646,0.75,5.663891730420172,43.54809522544576,RGB
00149_00.jpg,0.6570630066687791,0.75,4.127634586484241,50.29017732911212,RGB
00150_00.jpg,0.6560541504870987,0.75,4.597875481179494,45.92000271451486,RGB
00152_00.jpg,0.9395227291873327,0.75,3.901564013990966,41.14812460333799,RGB
00153_00.jpg,0.6030187026035277,0.75,4.700002278032351,46.220952883799484,RGB
00154_00.jpg,0.5958220003495032,0.75,5.459718983307904,57.380260437251565,RGB
00155_00.jpg,0.641431278461767,0.75,5.677687877328535,71.65950307740448,RGB
00156_00.jpg,0.4882607724567611,0.75,4.60078995440723,46.803095270069285,RGB
00157_00.jpg,0.6253380326969745,0.75,4.778178178506957,50.11584856795673,RGB
00159_00.jpg,0.818067629002064,0.75,6.1285637429586135,44.64820070801428,RGB
00161_00.jpg,0.7268949668304352,0.75,5.042481178927794,44.08209903707416,RGB
00162_00.jpg,0.6344463046804381,0.75,5.062354127861524,48.93162401064279,RGB
00163_00.jpg,0.7004828901513255,0.75,5.314690332353478,55.41575294021212,RGB
00164_00.jpg,0.9217210288817491,0.75,4.61720359725275,35.96694829524943,RGB
00165_00.jpg,0.6101613015399912,0.75,4.607642474598413,46.17973845832537,RGB
00166_00.jpg,0.8943223480109281,0.75,5.713642499104859,48.23323116504889,RGB
00167_00.jpg,0.5342773519358673,0.75,5.656965731878846,53.08751745204609,RGB
00168_00.jpg,0.5869535861967465,0.75,5.140671630682329,51.40605124914967,RGB
00169_00.jpg,0.6573038736366494,0.75,4.469178918483681,48.18788961698856,RGB
00170_00.jpg,0.6108886398059629,0.75,5.5140744358725415,66.84337502600413,RGB
00171_00.jpg,0.9477451288631927,0.75,4.647372506127068,33.37206371507756,RGB
00172_00.jpg,0.6272544928015865,0.75,4.7350115688391865,45.52886523726458,RGB
00173_00.jpg,0.50844492927929,0.75,5.129967393773962,53.51595244561558,RGB
00174_00.jpg,0.7010707471574009,0.75,6.163240497584252,45.97501974759402,RGB
00175_00.jpg,0.9341247654606758,0.75,4.8784360716659725,33.42400195968463,RGB
00179_00.jpg,0.686035286366703,0.75,4.153914874367005,45.909500432581886,RGB
00180_00.jpg,0.6066670021061303,0.75,5.354576653231872,46.587295258677294,RGB
00181_00.jpg,0.6300219069087148,0.75,4.5962283622010345,54.46656788120923,RGB
00182_00.jpg,0.5728940818158293,0.75,5.360346396696765,45.708180964839386,RGB
00183_00.jpg,0.9500604923321606,0.75,4.60031211189306,33.53450210455151,RGB
00184_00.jpg,0.5482052079378698,0.75,6.774705347976273,74.68682900144371,RGB
00185_00.jpg,0.9501987876390321,0.75,4.102568728031672,40.060215551113764,RGB
00186_00.jpg,0.8581657138361803,0.75,5.129776852946634,39.71789002988204,RGB
00187_00.jpg,0.6329398782292769,0.75,6.038699532803392,53.851100852961615,RGB
00188_00.jpg,0.4997284096372677,0.75,6.138723702425598,58.50617178207025,RGB
00189_00.jpg,0.5205312990674785,0.75,5.2666375300571,53.62255715881591,RGB
00191_00.jpg,0.9361161530340907,0.75,4.379820402376615,36.91185277280254,RGB
00192_00.jpg,0.9028419357707558,0.75,5.044375072736358,42.120519692148235,RGB
00193_00.jpg,0.4758626123078641,0.75,5.250257396101299,52.7108151645614,RGB
00194_00.jpg,0.6832012465504773,0.75,5.0199466701839315,45.39571855234963,RGB
00195_00.jpg,0.5505916955062109,0.75,5.536262969019504,52.71803950118846,RGB
00196_00.jpg,0.47906076495934785,0.75,4.210692691922379,53.86552056562355,RGB
00197_00.jpg,0.6204132377575701,0.75,4.225089565420967,46.8178961300207,RGB
00199_00.jpg,0.9322111182790883,0.75,4.527924665845968,33.49671414995408,RGB
00200_00.jpg,0.93430171033912,0.75,4.658392995247367,43.8178192062255,RGB
00201_00.jpg,0.7975935253495862,0.75,4.748280249094902,39.700197590577254,RGB
00202_00.jpg,0.5862299203501702,0.75,5.006714531198985,46.19133024740385,RGB
00203_00.jpg,0.9375872894313914,0.75,4.383223532893853,41.38884264739074,RGB
00204_00.jpg,0.5567523250052953,0.75,4.842209511565249,52.90946302685796,RGB
00206_00.jpg,0.9490171401996255,0.75,4.054726057443172,39.88244434721364,RGB
00209_00.jpg,0.7375524054224699,0.75,5.701284760806438,54.330757824912105,RGB
00210_00.jpg,0.5357429703855826,0.75,5.165530254468617,52.53555157649609,RGB
00211_00.jpg,0.9532181583977992,0.75,4.8610273780503235,34.16805867677959,RGB
00212_00.jpg,0.5848142328689873,0.75,4.60159746118517,45.03057107743424,RGB
00213_00.jpg,0.8273213285144649,0.75,5.859372835745072,43.36526732843041,RGB
00214_00.jpg,0.6660076014681537,0.75,4.992151078447083,52.21379193192482,RGB
00215_00.jpg,0.662908326458842,0.75,4.876678754106747,49.051580741588026,RGB
00216_00.jpg,0.8271503960899583,0.75,5.753482472214479,64.86057423190276,RGB
00217_00.jpg,0.9517102769895077,0.75,4.34273623315597,38.5668781233018,RGB
00218_00.jpg,0.9507092803038271,0.75,4.5507901842009915,33.13450793799349,RGB
00219_00.jpg,0.7670977113423901,0.75,5.711788322910639,75.82742979744859,RGB
